"jdn"	"julian_year"	"julian_month"	"julian_day"	"month_number"	"month_name"	"month_days"	"new_moon"	"diff"
1663617	-158	9	26	7	"Tashritu"	29	1663614.6028714534	2.3971285466104746
1663647	-158	10	26	8	"Arahsamnu"	30	1663644.059139162	2.9408608379308134
1663677	-158	11	25	9	"Kislimu"	30	1663673.6190614037	3.380938596324995
1663706	-158	12	24	10	"Tebetu"	29	1663703.2823374965	2.717662503477186
1663735	-157	1	22	11	"Shabatu"	29	1663733.0148139447	1.98518605530262
1663765	-157	2	21	12	"Addaru"	30	1663762.7609824887	2.239017511252314
1663795	-157	3	23	13	"Addaru₂"	30	1663792.4695356889	2.530464311130345
1663824	-157	4	21	1	"Nisanu"	29	1663822.108672699	1.8913273010402918
1663854	-157	5	21	2	"Aiaru"	30	1663851.665364138	2.3346358619164675
1663883	-157	6	19	3	"Simanu"	29	1663881.1403937065	1.8596062934957445
1663913	-157	7	19	4	"Duzu"	30	1663910.5471731042	2.452826895751059
1663942	-157	8	17	5	"Abu"	29	1663939.9122293363	2.08777066366747
1663972	-157	9	16	6	"Ululu"	30	1663969.2720299386	2.7279700613580644
1664002	-157	10	16	7	"Tashritu"	30	1663998.6641129537	3.335887046298012
1664031	-157	11	14	8	"Arahsamnu"	29	1664028.115261001	2.884738998953253
1664061	-157	12	14	9	"Kislimu"	30	1664057.6332692446	3.3667307554278523
1664090	-156	1	12	10	"Tebetu"	29	1664087.209213927	2.79078607307747
1664119	-156	2	10	11	"Shabatu"	29	1664116.8286165074	2.1713834926486015
1664149	-156	3	11	12	"Addaru"	30	1664146.4788329573	2.5211670426651835
1664178	-156	4	9	1	"Nisanu"	29	1664176.14480889	1.8551911099348217
1664208	-156	5	9	2	"Aiaru"	30	1664205.8016996896	2.198300310410559
1664238	-156	6	8	3	"Simanu"	30	1664235.4178345543	2.58216544566676
1664267	-156	7	7	4	"Duzu"	29	1664264.9695840331	2.0304159668739885
1664297	-156	8	6	5	"Abu"	30	1664294.4555288383	2.5444711616728455
1664326	-156	9	4	6	"Ululu"	29	1664323.8973613293	2.102638670708984
1664356	-156	10	4	7	"Tashritu"	30	1664353.3268001506	2.6731998494360596
1664385	-156	11	2	8	"Arahsamnu"	29	1664382.7677098697	2.2322901303414255
1664415	-156	12	2	9	"Kislimu"	30	1664412.2259900523	2.7740099476650357
1664444	-156	12	31	10	"Tebetu"	29	1664441.6960421386	2.3039578613825142
1664474	-155	1	30	11	"Shabatu"	30	1664471.1776590333	2.82234096666798
1664503	-155	2	28	12	"Addaru"	29	1664500.6845240244	2.3154759756289423
1664532	-155	3	29	1	"Nisanu"	29	1664530.2348401174	1.7651598826050758
1664562	-155	4	28	2	"Aiaru"	30	1664559.8339518085	2.166048191487789
1664592	-155	5	28	3	"Simanu"	30	1664589.4658047087	2.5341952913440764
1664621	-155	6	26	4	"Duzu"	29	1664619.1013411079	1.8986588921397924
1664651	-155	7	26	5	"Abu"	30	1664648.7158724968	2.284127503167838
1664681	-155	8	25	6	"Ululu"	30	1664678.2996545567	2.7003454433288425
1664710	-155	9	23	7	"Tashritu"	29	1664707.8544568182	2.1455431818030775
1664740	-155	10	23	8	"Arahsamnu"	30	1664737.3824330117	2.617566988337785
1664769	-155	11	21	9	"Kislimu"	29	1664766.87945278	2.1205472201108932
1664799	-155	12	21	10	"Tebetu"	30	1664796.339916227	2.6600837730802596
1664828	-154	1	19	11	"Shabatu"	29	1664825.7674936405	2.232506359461695
1664858	-154	2	18	12	"Addaru"	30	1664855.1799437236	2.820056276395917
1664887	-154	3	19	13	"Addaru₂"	29	1664884.6034908197	2.3965091803111136
1664916	-154	4	17	1	"Nisanu"	29	1664914.0622398574	1.937760142609477
1664946	-154	5	17	2	"Aiaru"	30	1664943.5709349008	2.4290650992188603
1664976	-154	6	16	3	"Simanu"	30	1664973.134737915	2.865262085106224
1665005	-154	7	15	4	"Duzu"	29	1665002.7521489542	2.2478510458022356
1665035	-154	8	14	5	"Abu"	30	1665032.414491498	2.585508502088487
1665065	-154	9	13	6	"Ululu"	30	1665062.1008059431	2.8991940568666905
1665094	-154	10	12	7	"Tashritu"	29	1665091.7758343471	2.2241656528785825
1665124	-154	11	11	8	"Arahsamnu"	30	1665121.4004305599	2.599569440120831
1665153	-154	12	10	9	"Kislimu"	29	1665150.9501794945	2.0498205055482686
1665183	-153	1	9	10	"Tebetu"	30	1665180.4247102346	2.5752897653728724
1665212	-153	2	7	11	"Shabatu"	29	1665209.8407248878	2.159275112207979
1665242	-153	3	9	12	"Addaru"	30	1665239.220062357	2.7799376430921257
1665271	-153	4	7	1	"Nisanu"	29	1665268.584268005	2.4157319949008524
1665300	-153	5	6	2	"Aiaru"	29	1665297.956760344	2.043239655904472
1665330	-153	6	5	3	"Simanu"	30	1665327.3667926113	2.633207388687879
1665359	-153	7	4	4	"Duzu"	29	1665356.8483178848	2.151682115159929
1665389	-153	8	3	5	"Abu"	30	1665386.4297297352	2.570270264754072
1665419	-153	9	2	6	"Ululu"	30	1665416.1158531392	2.8841468608006835
1665449	-153	10	2	7	"Tashritu"	30	1665445.873066802	3.1269331979565322
1665478	-153	10	31	8	"Arahsamnu"	29	1665475.636478587	2.363521412946284
1665508	-153	11	30	9	"Kislimu"	30	1665505.3424795012	2.657520498847589
1665537	-153	12	29	10	"Tebetu"	29	1665534.957396869	2.042603130917996
1665567	-152	1	28	11	"Shabatu"	30	1665564.4774408573	2.5225591426715255
1665596	-152	2	26	12	"Addaru"	29	1665593.912387636	2.087612363975495
1665625	-152	3	26	1	"Nisanu"	29	1665623.276605929	1.7233940709847957
1665655	-152	4	25	2	"Aiaru"	30	1665652.592076319	2.4079236809629947
1665684	-152	5	24	3	"Simanu"	29	1665681.8936875837	2.106312416261062
1665714	-152	6	23	4	"Duzu"	30	1665711.2285622028	2.771437797229737
1665744	-152	7	23	5	"Abu"	30	1665740.6474251554	3.3525748446118087
1665773	-152	8	21	6	"Ululu"	29	1665770.1888414738	2.811158526223153
1665803	-152	9	20	7	"Tashritu"	30	1665799.8604801383	3.1395198616664857
1665832	-152	10	19	8	"Arahsamnu"	29	1665829.6293789647	2.3706210353411734
1665862	-152	11	18	9	"Kislimu"	30	1665859.4335979458	2.5664020541589707
1665891	-152	12	17	10	"Tebetu"	29	1665889.2079386953	1.7920613046735525
1665921	-151	1	16	11	"Shabatu"	30	1665918.9019139884	2.098086011596024
1665950	-151	2	14	12	"Addaru"	29	1665948.4845566433	1.5154433567076921
1665980	-151	3	16	13	"Addaru₂"	30	1665977.9467616025	2.053238397464156
1666009	-151	4	14	1	"Nisanu"	29	1666007.3038004972	1.6961995027959347
1666039	-151	5	14	2	"Aiaru"	30	1666036.5925171366	2.4074828634038568
1666068	-151	6	12	3	"Simanu"	29	1666065.8628030568	2.1371969431638718
1666097	-151	7	11	4	"Duzu"	29	1666095.1674074882	1.8325925117824227
1666127	-151	8	10	5	"Abu"	30	1666124.5523650907	2.4476349093019962
1666157	-151	9	9	6	"Ululu"	30	1666154.0487478287	2.951252171304077
1666187	-151	10	9	7	"Tashritu"	30	1666183.6673391052	3.3326608948409557
1666216	-151	11	7	8	"Arahsamnu"	29	1666213.3966717268	2.603328273165971
1666246	-151	12	7	9	"Kislimu"	30	1666243.201044748	2.798955251928419
1666275	-150	1	5	10	"Tebetu"	29	1666273.018951266	1.9810487339273095
1666305	-150	2	4	11	"Shabatu"	30	1666302.7744695174	2.2255304825957865
1666334	-150	3	5	12	"Addaru"	29	1666332.407443035	1.592556965071708
1666364	-150	4	4	1	"Nisanu"	30	1666361.8998837697	2.1001162303145975
1666393	-150	5	3	2	"Aiaru"	29	1666391.2757699103	1.7242300896905363
1666423	-150	6	2	3	"Simanu"	30	1666420.5818188326	2.418181167449802
1666452	-150	7	1	4	"Duzu"	29	1666449.8681911626	2.1318088374100626
1666482	-150	7	31	5	"Abu"	30	1666479.1776371626	2.822362837381661
1666511	-150	8	29	6	"Ululu"	29	1666508.543121206	2.4568787938915193
1666541	-150	9	28	7	"Tashritu"	30	1666537.9910861677	3.0089138322509825
1666571	-150	10	28	8	"Arahsamnu"	30	1666567.544162301	3.455837698886171
1666600	-150	11	26	9	"Kislimu"	29	1666597.2142898876	2.7857101124245673
1666630	-150	12	26	10	"Tebetu"	30	1666626.9839183718	3.016081628156826
1666659	-149	1	24	11	"Shabatu"	29	1666656.7931432324	2.2068567676469684
1666689	-149	2	23	12	"Addaru"	30	1666686.559284693	2.440715306904167
1666718	-149	3	24	13	"Addaru₂"	29	1666716.2201967882	1.779803211800754
1666748	-149	4	23	1	"Nisanu"	30	1666745.758819566	2.2411804338917136
1666777	-149	5	22	2	"Aiaru"	29	1666775.1941985462	1.8058014537673444
1666807	-149	6	21	3	"Simanu"	30	1666804.5603941486	2.439605851424858
1666836	-149	7	20	4	"Duzu"	29	1666833.892194749	2.107805250911042
1666866	-149	8	19	5	"Abu"	30	1666863.221311047	2.7786889530252665
1666896	-149	9	18	6	"Ululu"	30	1666892.578744543	3.4212554569821805
1666925	-149	10	17	7	"Tashritu"	29	1666921.9967530034	3.003246996551752
1666955	-149	11	16	8	"Arahsamnu"	30	1666951.5044057004	3.4955942996311933
1666984	-149	12	15	9	"Kislimu"	29	1666981.1146749628	2.8853250371757895
1667013	-148	1	13	10	"Tebetu"	29	1667010.810590145	2.1894098550546914
1667043	-148	2	12	11	"Shabatu"	30	1667040.546602904	2.4533970959018916
1667072	-148	3	12	12	"Addaru"	29	1667070.2695047918	1.730495208175853
1667102	-148	4	11	1	"Nisanu"	30	1667099.9396965574	2.060303442645818
1667132	-148	5	11	2	"Aiaru"	30	1667129.5367544203	2.4632455797400326
1667161	-148	6	9	3	"Simanu"	29	1667159.0549723513	1.9450276487041265
1667191	-148	7	9	4	"Duzu"	30	1667188.5003610787	2.499638921348378
1667220	-148	8	7	5	"Abu"	29	1667217.8914387533	2.1085612466558814
1667250	-148	9	6	6	"Ululu"	30	1667247.2588178213	2.741182178724557
1667279	-148	10	5	7	"Tashritu"	29	1667276.6391674164	2.3608325836248696
1667309	-148	11	4	8	"Arahsamnu"	30	1667306.064121218	2.935878782067448
1667338	-148	12	3	9	"Kislimu"	29	1667335.549541566	2.450458433944732
1667368	-147	1	2	10	"Tebetu"	30	1667365.0928933201	2.9071066798642278
1667397	-147	1	31	11	"Shabatu"	29	1667394.6818626327	2.3181373672559857
1667427	-147	3	2	12	"Addaru"	30	1667424.305275316	2.6947246841154993
1667456	-147	3	31	1	"Nisanu"	29	1667453.953751881	2.046248119091615
1667486	-147	4	30	2	"Aiaru"	30	1667483.6111229882	2.388877011835575
1667515	-147	5	29	3	"Simanu"	29	1667513.249973909	1.7500260910019279
1667545	-147	6	28	4	"Duzu"	30	1667542.8405925217	2.1594074782915413
1667575	-147	7	28	5	"Abu"	30	1667572.3676202055	2.6323797944933176
1667604	-147	8	26	6	"Ululu"	29	1667601.8395668566	2.160433143377304
1667634	-147	9	25	7	"Tashritu"	30	1667631.2829287988	2.717071201186627
1667663	-147	10	24	8	"Arahsamnu"	29	1667660.7253619484	2.2746380516327918
1667693	-147	11	23	9	"Kislimu"	30	1667690.180022809	2.8199771910440177
1667722	-147	12	22	10	"Tebetu"	29	1667719.6438593413	2.356140658725053
1667752	-146	1	21	11	"Shabatu"	30	1667749.1119714566	2.8880285434424877
1667781	-146	2	19	12	"Addaru"	29	1667778.5926368874	2.407363112550229
1667811	-146	3	21	13	"Addaru₂"	30	1667808.1062703133	2.8937296867370605
1667840	-146	4	19	1	"Nisanu"	29	1667837.669663134	2.3303368659690022
1667870	-146	5	19	2	"Aiaru"	30	1667867.2806589864	2.7193410135805607
1667899	-146	6	17	3	"Simanu"	29	1667896.9169487401	2.083051259862259
1667929	-146	7	17	4	"Duzu"	30	1667926.5497979112	2.450202088803053
1667958	-146	8	15	5	"Abu"	29	1667956.1598406539	1.8401593461167067
1667988	-146	9	14	6	"Ululu"	30	1667985.7415038093	2.258496190654114
1668018	-146	10	14	7	"Tashritu"	30	1668015.2951032352	2.704896764829755
1668047	-146	11	12	8	"Arahsamnu"	29	1668044.8170192235	2.182980776531622
1668077	-146	12	12	9	"Kislimu"	30	1668074.2992844745	2.7007155255414546
1668106	-145	1	10	10	"Tebetu"	29	1668103.7393325386	2.260667461436242
1668136	-145	2	9	11	"Shabatu"	30	1668133.148924163	2.8510758369229734
1668165	-145	3	10	12	"Addaru"	29	1668162.552997091	2.4470029089134187
1668194	-145	4	8	1	"Nisanu"	29	1668191.9801072427	2.019892757292837
1668224	-145	5	8	2	"Aiaru"	30	1668221.452494766	2.547505233902484
1668254	-145	6	7	3	"Simanu"	30	1668250.9820722563	3.0179277437273413
1668283	-145	7	6	4	"Duzu"	29	1668280.5720539133	2.4279460867401212
1668313	-145	8	5	5	"Abu"	30	1668310.2183271549	2.7816728451289237
1668343	-145	9	4	6	"Ululu"	30	1668339.9058880308	3.094111969228834
1668372	-145	10	3	7	"Tashritu"	29	1668369.6037746584	2.3962253415957093
1668402	-145	11	2	8	"Arahsamnu"	30	1668399.2691929396	2.7308070603758097
1668431	-145	12	1	9	"Kislimu"	29	1668428.8651729082	2.1348270918242633
1668460	-145	12	30	10	"Tebetu"	29	1668458.3778511274	1.6221488725859672
1668490	-144	1	29	11	"Shabatu"	30	1668487.8172133795	2.1827866204548627
1668519	-144	2	27	12	"Addaru"	29	1668517.2051473553	1.7948526446707547
1668549	-144	3	28	1	"Nisanu"	30	1668546.56535359	2.4346464099362493
1668578	-144	4	26	2	"Aiaru"	29	1668575.92166	2.0783400000073016
1668608	-144	5	26	3	"Simanu"	30	1668605.3016499025	2.6983500975184143
1668638	-144	6	25	4	"Duzu"	30	1668634.7387765618	3.2612234381958842
1668667	-144	7	24	5	"Abu"	29	1668664.267064136	2.7329358640126884
1668697	-144	8	23	6	"Ululu"	30	1668693.9062255104	3.093774489592761
1668726	-144	9	21	7	"Tashritu"	29	1668723.642401408	2.3575985920615494
1668756	-144	10	21	8	"Arahsamnu"	30	1668753.4213983852	2.5786016148049384
1668785	-144	11	19	9	"Kislimu"	29	1668783.1709818896	1.829018110409379
1668815	-144	12	19	10	"Tebetu"	30	1668812.8380451184	2.1619548816233873
1668844	-143	1	17	11	"Shabatu"	29	1668842.4047242138	1.5952757862396538
1668874	-143	2	16	12	"Addaru"	30	1668871.8767138158	2.1232861841563135
1668903	-143	3	17	13	"Addaru₂"	29	1668901.2679916834	1.7320083165541291
1668933	-143	4	16	1	"Nisanu"	30	1668930.5978198927	2.4021801073104143
1668963	-143	5	16	2	"Aiaru"	30	1668959.895671781	3.104328219080344
1668992	-143	6	14	3	"Simanu"	29	1668989.2039547537	2.796045246301219
1669022	-143	7	14	4	"Duzu"	30	1669018.5735820853	3.426417914684862
1669051	-143	8	12	5	"Abu"	29	1669048.0518091866	2.9481908134184778
1669081	-143	9	11	6	"Ululu"	30	1669077.6638711055	3.3361288944724947
1669111	-143	10	11	7	"Tashritu"	30	1669107.3962943137	3.603705686284229
1669140	-143	11	9	8	"Arahsamnu"	29	1669137.1970407665	2.802959233522415
1669169	-143	12	8	9	"Kislimu"	29	1669166.9974640496	2.0025359503924847
1669199	-142	1	7	10	"Tebetu"	30	1669196.7374034622	2.26259653782472
1669228	-142	2	5	11	"Shabatu"	29	1669226.376055884	1.623944116057828
1669258	-142	3	7	12	"Addaru"	30	1669255.8940928173	2.105907182674855
1669287	-142	4	5	1	"Nisanu"	29	1669285.295977868	1.7040221320930868
1669317	-142	5	5	2	"Aiaru"	30	1669314.6097597233	2.390240276698023
1669346	-142	6	3	3	"Simanu"	29	1669343.8807926797	2.1192073202691972
1669376	-142	7	3	4	"Duzu"	30	1669373.1619869028	2.838013097178191
1669406	-142	8	2	5	"Abu"	30	1669402.5038594739	3.4961405261419713
1669435	-142	8	31	6	"Ululu"	29	1669431.9453776446	3.0546223553828895
1669465	-142	9	30	7	"Tashritu"	30	1669461.5068263584	3.493173641618341
1669494	-142	10	29	8	"Arahsamnu"	29	1669491.1865964665	2.8134035335388035
1669524	-142	11	28	9	"Kislimu"	30	1669520.9603118042	3.0396881958004087
1669553	-142	12	27	10	"Tebetu"	29	1669550.778780993	2.2212190069258213
1669583	-141	1	26	11	"Shabatu"	30	1669580.5712209279	2.4287790721282363
1669612	-141	2	24	12	"Addaru"	29	1669610.266658905	1.7333410950377584
1669642	-141	3	26	1	"Nisanu"	30	1669639.8254399246	2.1745600753929466
1669671	-141	4	24	2	"Aiaru"	29	1669669.2529064124	1.7470935876481235
1669701	-141	5	24	3	"Simanu"	30	1669698.5874209541	2.412579045863822
1669731	-141	6	23	4	"Duzu"	30	1669727.8795213	3.120478699915111
1669760	-141	7	22	5	"Abu"	29	1669757.1764477978	2.823552202200517
1669789	-141	8	20	6	"Ululu"	29	1669786.515415248	2.4845847520045936
1669819	-141	9	19	7	"Ululu₂"	30	1669815.9243392493	3.075660750735551
1669849	-141	10	19	8	"Tashritu"	30	1669845.4260823212	3.573917678790167
1669878	-141	11	17	9	"Arahsamnu"	29	1669875.0380495256	2.9619504744186997
1669907	-141	12	16	10	"Kislimu"	29	1669904.7593212058	2.2406787942163646
1669937	-140	1	15	11	"Tebetu"	30	1669934.5518383603	2.448161639738828
1669967	-140	2	14	12	"Shabatu"	30	1669964.3417022957	2.658297704299912
1669996	-140	3	14	13	"Addaru"	29	1669994.0539204625	1.946079537505284
1670026	-140	4	13	1	"Nisanu"	30	1670023.6497507696	2.3502492303960025
1670055	-140	5	12	2	"Aiaru"	29	1670053.132993065	1.867006934946403
1670085	-140	6	11	3	"Simanu"	30	1670082.532329802	2.4676701980642974
1670114	-140	7	10	4	"Duzu"	29	1670111.8827374675	2.117262532468885
1670144	-140	8	9	5	"Abu"	30	1670141.2166269734	2.7833730266429484
1670173	-140	9	7	6	"Ululu"	29	1670170.5637201504	2.436279849614948
1670203	-140	10	7	7	"Tashritu"	30	1670199.954035839	3.0459641609340906
1670232	-140	11	5	8	"Arahsamnu"	29	1670229.4174476322	2.582552367821336
1670262	-140	12	5	9	"Kislimu"	30	1670258.975296224	3.024703775998205
1670291	-139	1	3	10	"Tebetu"	29	1670288.6261566707	2.3738433292601258
1670321	-139	2	2	11	"Shabatu"	30	1670318.3385147273	2.6614852726925164
1670350	-139	3	3	12	"Addaru"	29	1670348.062843148	1.9371568521019071
1670380	-139	4	2	1	"Nisanu"	30	1670377.7543093858	2.2456906142178923
1670410	-139	5	2	2	"Aiaru"	30	1670407.3853937683	2.614606231683865
1670439	-139	5	31	3	"Simanu"	29	1670436.9443830936	2.055616906378418
1670469	-139	6	30	4	"Duzu"	30	1670466.4308086697	2.5691913303453475
1670498	-139	7	29	5	"Abu"	29	1670495.855122556	2.144877444021404
1670527	-139	8	27	6	"Ululu"	29	1670525.240244489	1.7597555110696703
1670557	-139	9	26	7	"Tashritu"	30	1670554.619044173	2.3809558269567788
1670586	-139	10	25	8	"Arahsamnu"	29	1670584.0253988379	1.9746011621318758
1670616	-139	11	24	9	"Kislimu"	30	1670613.4823230463	2.517676953691989
1670646	-139	12	24	10	"Tebetu"	30	1670642.994831636	3.005168363917619
1670675	-138	1	22	11	"Shabatu"	29	1670672.5540727854	2.4459272145759314
1670704	-138	2	20	12	"Addaru"	29	1670702.1491993756	1.8508006243500859
1670734	-138	3	22	13	"Addaru₂"	30	1670731.7736748997	2.226325100287795
1670764	-138	4	21	1	"Nisanu"	30	1670761.419330574	2.580669425893575
1670793	-138	5	20	2	"Aiaru"	29	1670791.067041575	1.9329584250226617
1670823	-138	6	19	3	"Simanu"	30	1670820.6875582975	2.312441702466458
1670853	-138	7	19	4	"Duzu"	30	1670850.255346415	2.7446535849012434
1670882	-138	8	17	5	"Abu"	29	1670879.7641405957	2.2358594043180346
1670912	-138	9	16	6	"Ululu"	30	1670909.2302302872	2.769769712816924
1670941	-138	10	15	7	"Tashritu"	29	1670938.680588173	2.3194118270184845
1670970	-138	11	13	8	"Arahsamnu"	29	1670968.13493075	1.8650692501105368
1671000	-138	12	13	9	"Kislimu"	30	1670997.5959798377	2.4040201622992754
1671030	-137	1	12	10	"Tebetu"	30	1671027.0571934967	2.9428065032698214
1671059	-137	2	10	11	"Shabatu"	29	1671056.5201765983	2.4798234016634524
1671088	-137	3	11	12	"Addaru"	29	1671086.002416945	1.9975830549374223
1671118	-137	4	10	1	"Nisanu"	30	1671115.5272806953	2.472719304729253
1671148	-137	5	10	2	"Aiaru"	30	1671145.1062992362	2.893700763816014
1671177	-137	6	8	3	"Simanu"	29	1671174.7291497882	2.2708502118475735
1671207	-137	7	8	4	"Duzu"	30	1671204.3695098627	2.6304901372641325
1671237	-137	8	7	5	"Abu"	30	1671234.0011282198	2.9988717802334577
1671266	-137	9	5	6	"Ululu"	29	1671263.6094372503	2.3905627497006208
1671296	-137	10	5	7	"Tashritu"	30	1671293.1900121295	2.8099878705106676
1671325	-137	11	3	8	"Arahsamnu"	29	1671322.7389067975	2.2610932025127113
1671355	-137	12	3	9	"Kislimu"	30	1671352.2472975948	2.7527024052105844
1671384	-136	1	1	10	"Tebetu"	29	1671381.7076189439	2.2923810561187565
1671413	-136	1	30	11	"Shabatu"	29	1671411.124558282	1.875441717915237
1671443	-136	2	29	12	"Addaru"	30	1671440.5187785188	2.4812214812263846
1671472	-136	3	29	1	"Nisanu"	29	1671469.920228364	2.07977163605392
1671501	-136	4	27	2	"Aiaru"	29	1671499.3572724417	1.6427275582682341
1671531	-136	5	27	3	"Simanu"	30	1671528.8492365056	2.150763494428247
1671561	-136	6	26	4	"Duzu"	30	1671558.4053214006	2.5946785993874073
1671590	-136	7	25	5	"Abu"	29	1671588.0264027654	1.9735972345806658
1671620	-136	8	24	6	"Ululu"	30	1671617.7036187185	2.2963812814559788
1671650	-136	9	23	7	"Tashritu"	30	1671647.4126170937	2.587382906349376
1671680	-136	10	23	8	"Arahsamnu"	30	1671677.111780419	2.8882195809856057
1671709	-136	11	21	9	"Kislimu"	29	1671706.7548809885	2.2451190114952624
1671739	-136	12	21	10	"Tebetu"	30	1671736.312924379	2.687075620982796
1671768	-135	1	19	11	"Shabatu"	29	1671765.7848197357	2.2151802643202245
1671797	-135	2	17	12	"Addaru"	29	1671795.189477913	1.810522086918354
1671827	-135	3	19	13	"Addaru₂"	30	1671824.5523797278	2.4476202721707523
1671856	-135	4	17	1	"Nisanu"	29	1671853.8989570877	2.1010429123416543
1671885	-135	5	16	2	"Aiaru"	29	1671883.2559489924	1.744051007553935
1671915	-135	6	15	3	"Simanu"	30	1671912.655083662	2.3449163381010294
1671944	-135	7	14	4	"Duzu"	29	1671942.1322210622	1.8677789377979934
1671974	-135	8	13	5	"Abu"	30	1671971.7173116538	2.2826883462257683
1672004	-135	9	12	6	"Ululu"	30	1672001.4155752566	2.5844247434288263
1672034	-135	10	12	7	"Tashritu"	30	1672031.1909099966	2.8090900033712387
1672064	-135	11	11	8	"Arahsamnu"	30	1672060.9727479252	3.0272520747967064
1672093	-135	12	10	9	"Kislimu"	29	1672090.691395473	2.308604527032003
1672122	-134	1	8	10	"Tebetu"	29	1672120.3099296317	1.6900703683495522
1672152	-134	2	7	11	"Shabatu"	30	1672149.8248438307	2.175156169338152
1672181	-134	3	8	12	"Addaru"	29	1672179.2487890432	1.7512109568342566
1672211	-134	4	7	1	"Nisanu"	30	1672208.6000716023	2.3999283977318555
1672241	-134	5	7	2	"Aiaru"	30	1672237.9040443017	3.095955698285252
1672270	-134	6	5	3	"Simanu"	29	1672267.1975489499	2.8024510501418263
1672300	-134	7	5	4	"Duzu"	30	1672296.5285172511	3.4714827488642186
1672329	-134	8	3	5	"Abu"	29	1672325.9480610357	3.051938964286819
1672359	-134	9	2	6	"Ululu"	30	1672355.4949149257	3.5050850743427873
1672389	-134	10	2	7	"Tashritu"	30	1672385.1759940411	3.8240059588570148
1672418	-134	10	31	8	"Arahsamnu"	29	1672414.9558638872	3.044136112788692
1672447	-134	11	29	9	"Kislimu"	29	1672444.7689701377	2.2310298623051494
1672477	-134	12	29	10	"Tebetu"	30	1672474.5471548508	2.4528451492078602
1672506	-133	1	27	11	"Shabatu"	29	1672504.2390475657	1.7609524342697114
1672536	-133	2	26	12	"Addaru"	30	1672533.8150605536	2.1849394463934004
1672565	-133	3	27	1	"Nisanu"	29	1672563.268882931	1.73111706902273
1672595	-133	4	26	2	"Aiaru"	30	1672592.6185692176	2.38143078237772
1672624	-133	5	25	3	"Simanu"	29	1672621.9028113429	2.0971886571496725
1672653	-133	6	23	4	"Duzu"	29	1672651.1723542241	1.8276457758620381
1672683	-133	7	23	5	"Abu"	30	1672680.4800238837	2.5199761162512004
1672712	-133	8	21	6	"Ululu"	29	1672709.8711355822	2.128864417783916
1672742	-133	9	20	7	"Tashritu"	30	1672739.375061228	2.624938772059977
1672772	-133	10	20	8	"Arahsamnu"	30	1672769.0000814172	2.9999185828492045
1672802	-133	11	19	9	"Kislimu"	30	1672798.7322967683	3.267703231656924
1672831	-133	12	18	10	"Tebetu"	29	1672828.534720431	2.4652795689180493
1672861	-132	1	17	11	"Shabatu"	30	1672858.3463484417	2.65365155832842
1672890	-132	2	15	12	"Addaru"	29	1672888.0934780766	1.9065219233743846
1672920	-132	3	16	13	"Addaru₂"	30	1672917.7187585265	2.2812414735089988
1672949	-132	4	14	1	"Nisanu"	29	1672947.206171016	1.7938289840240031
1672979	-132	5	14	2	"Aiaru"	30	1672976.5805718298	2.4194281701929867
1673008	-132	6	12	3	"Simanu"	29	1673005.8890607448	2.1109392552170902
1673038	-132	7	12	4	"Duzu"	30	1673035.1819088538	2.818091146182269
1673068	-132	8	11	5	"Abu"	30	1673064.5012382308	3.498761769151315
1673097	-132	9	9	6	"Ululu"	29	1673093.8780411067	3.1219588932581246
1673127	-132	10	9	7	"Tashritu"	30	1673123.3354968606	3.6645031394436955
1673156	-132	11	7	8	"Arahsamnu"	29	1673152.8926773604	3.1073226395528764
1673186	-132	12	7	9	"Kislimu"	30	1673182.5590976004	3.4409023995976895
1673215	-131	1	5	10	"Tebetu"	29	1673212.317248385	2.6827516150660813
1673245	-131	2	4	11	"Shabatu"	30	1673242.1104939901	2.8895060098730028
1673274	-131	3	5	12	"Addaru"	29	1673271.8615152235	2.1384847764857113
1673304	-131	4	4	1	"Nisanu"	30	1673301.5125528795	2.487447120482102
1673333	-131	5	3	2	"Aiaru"	29	1673331.0482202205	1.9517797795124352
1673363	-131	6	2	3	"Simanu"	30	1673360.4873511402	2.5126488597597927
1673392	-131	7	1	4	"Duzu"	29	1673389.8630968926	2.136903107399121
1673422	-131	7	31	5	"Abu"	30	1673419.2088503796	2.7911496204324067
1673451	-131	8	29	6	"Ululu"	29	1673448.5540994671	2.4459005328826606
1673482	-131	9	29	7	"Tashritu"	31	1673477.9266604087	4.07333959126845
1673510	-131	10	27	8	"Arahsamnu"	28	1673507.3549606735	2.6450393265113235
1673540	-131	11	26	9	"Kislimu"	30	1673536.8643604503	3.1356395496986806
1673570	-131	12	26	10	"Tebetu"	30	1673566.4656302312	3.5343697688076645
1673599	-130	1	24	11	"Shabatu"	29	1673596.1429285915	2.857071408536285
1673629	-130	2	23	12	"Addaru"	30	1673625.855817493	3.1441825069487095
1673658	-130	3	24	13	"Addaru₂"	29	1673655.558088429	2.441911570960656
1673687	-130	4	22	1	"Nisanu"	29	1673685.2158011503	1.7841988496948034
1673717	-130	5	22	2	"Aiaru"	30	1673714.811169721	2.1888302790466696
1673747	-130	6	21	3	"Simanu"	30	1673744.3381664713	2.6618335286621004
1673776	-130	7	20	4	"Duzu"	29	1673773.8002096582	2.1997903417795897
1673806	-130	8	19	5	"Abu"	30	1673803.2119842055	2.7880157944746315
1673835	-130	9	17	6	"Ululu"	29	1673832.6000597756	2.3999402243644
